OBJECTID,GEOID,NAME,Total_Population,White_Total,Black_Total,AmerInd_AlaskaNat_Total,Asian_Total,NatHawaii_OthPI_Total,Some_Other_Race_Total,Two_or_More_Races_Total,WhiteNH_Total,POC_Total,Total_Under_18,White_Under_18,Black_Under_18,AmerInd_AlaskaNat_Under_18,Asian_Under_18,NatHawaii_OthPI_Under_18,Some_Other_Race_Under_18,Two_or_More_Races_Under_18,WhiteNH_Under_18,POC_Under_18,Total_65_and_Over,White_65_and_Over,Black_65_and_Over,AmerInd_AlaskaNat_65_and_Over,Asian_65_and_Over,NatHawaii_OthPI_65_and_Over,Some_Other_Race_65_and_Over,Two_or_More_Races_65_and_Over,WhiteNH_65_and_Over,POC_65_and_Over,Total_18_to_64,White_18_to_64,Black_18_to_64,AmerInd_AlaskaNat_18_to_64,Asian_18_to_64,NatHawaii_OthPI_18_to_64,Some_Other_Race_18_to_64,Two_or_More_Races_18_to_64,WhiteNH_18_to_64,POC_18_to_64,ACS_VINTAGE,TRACT_LABEL,JURISDICTION,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES
991,53033021702,"Census Tract 217.02, King County, Washington",5093,3711,185,0,805,20,229,143,3347,1746,981,711,41,0,218,0,0,11,625,356,780,702,0,0,60,18,0,0,702,78,3332,2298,144,0,527,2,229,132,2020,1312,5Y20,217.02,King County Balance,,,,
992,53033021802,"Census Tract 218.02, King County, Washington",6065,4234,22,0,1181,0,319,309,3875,2190,1498,1052,0,0,318,0,61,67,874,624,515,493,0,0,0,0,0,22,493,22,4052,2689,22,0,863,0,258,220,2508,1544,5Y20,218.02,King County Balance,,,,
993,53033021803,"Census Tract 218.03, King County, Washington",5565,4289,156,7,671,9,153,280,4277,1288,1159,804,8,0,222,0,32,93,804,355,834,800,10,0,15,0,0,9,800,34,3572,2685,138,7,434,9,121,178,2673,899,5Y20,218.03,King County Balance,,,,
994,53033021804,"Census Tract 218.04, King County, Washington",5321,3458,163,29,652,0,693,326,2996,2325,1178,662,101,0,46,0,281,88,473,705,616,493,0,29,79,0,0,15,493,123,3527,2303,62,0,527,0,412,223,2030,1497,5Y20,218.04,King County Balance,,,,
995,53033021903,"Census Tract 219.03, King County, Washington",6409,5118,203,52,496,0,29,511,4783,1626,1478,1059,86,0,46,0,15,272,926,552,863,712,0,14,123,0,14,0,712,151,4068,3347,117,38,327,0,0,239,3145,923,5Y20,219.03,King County Balance,,,,
996,53033021904,"Census Tract 219.04, King County, Washington",5508,3239,101,5,1550,0,209,404,2892,2616,1472,777,0,0,401,0,77,217,574,898,608,373,11,0,207,0,0,17,373,235,3428,2089,90,5,942,0,132,170,1945,1483,5Y20,219.04,King County Balance,,,,
997,53033021905,"Census Tract 219.05, King County, Washington",5806,3626,0,14,1174,0,256,736,3050,2756,1209,593,0,0,257,0,122,237,412,797,868,839,0,0,29,0,0,0,685,183,3729,2194,0,14,888,0,134,499,1953,1776,5Y20,219.05,King County Balance,,,,
998,53033021906,"Census Tract 219.06, King County, Washington",4695,3060,96,32,1048,0,241,218,2777,1918,1175,658,33,0,241,0,140,103,605,570,474,348,9,23,93,0,0,1,330,144,3046,2054,54,9,714,0,101,114,1842,1204,5Y20,219.06,King County Balance,,,,
999,53033022001,"Census Tract 220.01, King County, Washington",5367,3872,21,17,528,42,529,358,3778,1589,885,524,0,17,74,0,126,144,494,391,1247,1117,0,0,89,0,0,41,1117,130,3235,2231,21,0,365,42,403,173,2167,1068,5Y20,220.01,King County Balance,,,,
1000,53033022003,"Census Tract 220.03, King County, Washington",5488,3796,170,24,598,0,324,576,3680,1808,1025,624,10,0,76,0,84,231,606,419,586,537,12,0,25,0,0,12,505,81,3877,2635,148,24,497,0,240,333,2569,1308,5Y20,220.03,King County Balance,,,,
1001,53033022005,"Census Tract 220.05, King County, Washington",4862,3281,76,61,1099,0,17,328,3022,1840,1064,688,36,0,232,0,16,92,642,422,734,550,0,0,113,0,1,70,550,184,3064,2043,40,61,754,0,0,166,1830,1234,5Y20,220.05,King County Balance,,,,
1002,53033022006,"Census Tract 220.06, King County, Washington",4377,3551,0,1,645,0,29,151,3351,1026,662,591,0,0,15,0,0,56,497,165,679,617,0,0,62,0,0,0,608,71,3036,2343,0,1,568,0,29,95,2246,790,5Y20,220.06,King County Balance,,,,
1003,53033022101,"Census Tract 221.01, King County, Washington",4971,4152,85,1,514,0,2,217,3953,1018,1021,799,48,1,73,0,1,99,715,306,982,873,0,0,108,0,0,1,873,109,2968,2480,37,0,333,0,1,117,2365,603,5Y20,221.01,King County Balance,,,,
1004,53033022102,"Census Tract 221.02, King County, Washington",6647,4726,2,0,1252,0,91,576,4514,2133,1884,1244,0,0,393,0,24,223,1159,725,469,469,0,0,0,0,0,0,469,0,4294,3013,2,0,859,0,67,353,2886,1408,5Y20,221.02,King County Balance,,,,
1005,53033022201,"Census Tract 222.01, King County, Washington",4685,3741,59,0,518,0,44,323,3610,1075,879,655,0,0,81,0,10,133,640,239,638,565,0,0,38,0,0,35,561,77,3168,2521,59,0,399,0,34,155,2409,759,5Y20,222.01,King County Balance,,,,
1006,53033022203,"Census Tract 222.03, King County, Washington",5185,3911,97,0,971,0,20,186,3741,1444,1170,905,30,0,148,0,0,87,850,320,572,492,8,0,53,0,0,19,492,80,3443,2514,59,0,770,0,20,80,2399,1044,5Y20,222.03,King County Balance,,,,
1007,53033022204,"Census Tract 222.04, King County, Washington",3316,2590,60,0,393,0,117,156,2506,810,768,532,60,0,128,0,27,21,478,290,535,481,0,0,37,0,0,17,462,73,2013,1577,0,0,228,0,90,118,1566,447,5Y20,222.04,King County Balance,,,,
1008,53033022205,"Census Tract 222.05, King County, Washington",4047,3011,124,0,547,0,81,284,2873,1174,654,439,42,0,36,0,0,137,404,250,516,442,0,0,74,0,0,0,442,74,2877,2130,82,0,437,0,81,147,2027,850,5Y20,222.05,King County Balance,,,,
1009,53033022300,"Census Tract 223, King County, Washington",2569,2115,31,0,262,0,0,161,2038,531,521,377,0,0,39,0,0,105,358,163,542,522,0,0,20,0,0,0,515,27,1506,1216,31,0,203,0,0,56,1165,341,5Y20,223,King County Balance,,,,
1010,53033022401,"Census Tract 224.01, King County, Washington",3413,2635,12,0,292,0,267,207,2622,791,738,568,0,0,92,0,49,29,568,170,310,310,0,0,0,0,0,0,310,0,2365,1757,12,0,200,0,218,178,1744,621,5Y20,224.01,King County Balance,,,,
1011,53033022402,"Census Tract 224.02, King County, Washington",5413,4350,20,0,691,0,170,182,4254,1159,971,697,0,0,130,0,57,87,697,274,975,862,0,0,61,0,52,0,862,113,3467,2791,20,0,500,0,61,95,2695,772,5Y20,224.02,King County Balance,,,,
1012,53033022501,"Census Tract 225.01, King County, Washington",4659,3278,323,0,549,0,120,389,3024,1635,1286,735,146,0,167,0,41,197,689,597,403,311,0,0,46,0,0,46,311,92,2970,2232,177,0,336,0,79,146,2024,946,5Y20,225.01,King County Balance,,,,
1013,53033022502,"Census Tract 225.02, King County, Washington",3736,2751,0,0,764,0,0,221,2592,1144,388,237,0,0,104,0,0,47,155,233,859,656,0,0,134,0,0,69,656,203,2489,1858,0,0,526,0,0,105,1781,708,5Y20,225.02,King County Balance,,,,
1014,53033022603,"Census Tract 226.03, King County, Washington",6007,4025,40,0,1529,0,27,386,3746,2261,1134,616,0,0,318,0,27,173,547,587,677,532,0,0,145,0,0,0,459,218,4196,2877,40,0,1066,0,0,213,2740,1456,5Y20,226.03,King County Balance,,,,
1015,53033022604,"Census Tract 226.04, King County, Washington",4941,3530,91,0,1120,0,43,157,3182,1759,971,669,0,0,231,0,16,55,602,369,583,420,47,0,116,0,0,0,418,165,3387,2441,44,0,773,0,27,102,2162,1225,5Y20,226.04,King County Balance,,,,
1016,53033022605,"Census Tract 226.05, King County, Washington",7141,4377,112,15,1624,0,428,585,3920,3221,1284,588,30,0,388,0,181,97,424,860,672,574,0,0,98,0,0,0,513,159,5185,3215,82,15,1138,0,247,488,2983,2202,5Y20,226.05,King County Balance,,,,
1017,53033022606,"Census Tract 226.06, King County, Washington",6154,4029,36,0,1958,0,38,93,3737,2417,1355,664,0,0,663,0,0,28,573,782,797,643,0,0,154,0,0,0,643,154,4002,2722,36,0,1141,0,38,65,2521,1481,5Y20,226.06,King County Balance,,,,
1018,53033022701,"Census Tract 227.01, King County, Washington",3398,2682,127,24,415,0,15,135,2591,807,519,405,0,16,33,0,0,65,376,143,530,518,8,0,0,0,0,4,518,12,2349,1759,119,8,382,0,15,66,1697,652,5Y20,227.01,King County Balance,,,,
1019,53033022702,"Census Tract 227.02, King County, Washington",4051,3124,62,16,565,6,27,251,3054,997,738,521,0,0,109,0,0,108,521,217,531,467,0,0,64,0,0,0,467,64,2782,2136,62,16,392,6,27,143,2066,716,5Y20,227.02,King County Balance,,,,
1020,53033022703,"Census Tract 227.03, King County, Washington",3200,2118,64,4,600,0,269,145,1943,1257,908,611,0,0,187,0,0,110,506,402,588,283,2,4,39,0,256,4,283,305,1704,1224,62,0,374,0,13,31,1154,550,5Y20,227.03,King County Balance,,,,
1021,53033022802,"Census Tract 228.02, King County, Washington",5762,3561,20,0,1928,0,78,175,3496,2266,1274,631,11,0,565,0,0,67,631,643,543,456,9,0,76,0,1,1,456,87,3945,2474,0,0,1287,0,77,107,2409,1536,5Y20,228.02,King County Balance,,,,
1022,53033022803,"Census Tract 228.03, King County, Washington",6484,2647,158,7,3138,129,226,179,2238,4246,1342,478,41,0,633,21,68,101,295,1047,621,380,8,0,187,0,46,0,380,241,4521,1789,109,7,2318,108,112,78,1563,2958,5Y20,228.03,King County Balance,,,,
1023,53033022804,"Census Tract 228.04, King County, Washington",5258,2132,161,89,2427,49,45,355,1838,3420,810,259,38,89,379,0,16,29,259,551,331,126,16,0,188,0,1,0,126,205,4117,1747,107,0,1860,49,28,326,1453,2664,5Y20,228.04,King County Balance,,,,
1024,53033022805,"Census Tract 228.05, King County, Washington",3790,1940,107,0,1605,0,0,138,1861,1929,836,328,0,0,411,0,0,97,279,557,512,453,0,0,59,0,0,0,453,59,2442,1159,107,0,1135,0,0,41,1129,1313,5Y20,228.05,King County Balance,,,,
1025,53033022901,"Census Tract 229.01, King County, Washington",3272,2047,40,0,983,0,13,189,1999,1273,655,375,0,0,167,0,0,113,360,295,890,531,0,0,330,0,0,29,521,369,1727,1141,40,0,486,0,13,47,1118,609,5Y20,229.01,King County Balance,,,,
1026,53033022902,"Census Tract 229.02, King County, Washington",6180,3819,139,0,1857,0,28,337,3742,2438,1328,699,0,0,517,0,0,112,699,629,930,722,0,0,208,0,0,0,722,208,3922,2398,139,0,1132,0,28,225,2321,1601,5Y20,229.02,King County Balance,,,,
1027,53033023000,"Census Tract 230, King County, Washington",6622,3945,87,0,1819,1,369,401,3681,2941,1487,964,0,0,335,0,8,180,919,568,870,656,7,0,186,1,0,20,629,241,4265,2325,80,0,1298,0,361,201,2133,2132,5Y20,230,King County Balance,,,,
1028,53033023100,"Census Tract 231, King County, Washington",4199,3037,37,0,742,0,10,373,2696,1503,875,471,0,0,238,0,0,166,342,533,681,575,0,0,85,0,0,21,575,106,2643,1991,37,0,419,0,10,186,1779,864,5Y20,231,King County Balance,,,,
1029,53033023201,"Census Tract 232.01, King County, Washington",6187,1730,171,8,4204,0,0,74,1571,4616,1513,287,156,0,1070,0,0,0,208,1305,660,515,0,0,142,0,0,3,515,145,4014,928,15,8,2992,0,0,71,848,3166,5Y20,232.01,King County Balance,,,,
1030,53033023202,"Census Tract 232.02, King County, Washington",4686,2668,193,55,1397,0,276,97,2021,2665,847,434,48,0,231,0,78,56,112,735,1181,942,24,0,215,0,0,0,926,255,2658,1292,121,55,951,0,198,41,983,1675,5Y20,232.02,King County Balance,,,,
1031,53033023300,"Census Tract 233, King County, Washington",7098,5050,352,22,1317,0,201,156,4169,2929,1428,1071,76,0,219,0,14,48,732,696,1256,1065,0,0,166,0,0,25,1041,215,4414,2914,276,22,932,0,187,83,2396,2018,5Y20,233,King County Balance,,,,
1032,53033023401,"Census Tract 234.01, King County, Washington",4240,1965,170,45,1822,16,4,218,1737,2503,995,364,69,27,422,0,0,113,314,681,669,454,41,0,174,0,0,0,442,227,2576,1147,60,18,1226,16,4,105,981,1595,5Y20,234.01,King County Balance,,,,
1033,53033023403,"Census Tract 234.03, King County, Washington",3977,2608,37,1,1026,9,21,275,2426,1551,927,482,0,1,290,0,0,154,432,495,595,467,0,0,118,0,0,10,467,128,2455,1659,37,0,618,9,21,111,1527,928,5Y20,234.03,King County Balance,,,,
1034,53033023404,"Census Tract 234.04, King County, Washington",3711,3085,5,0,458,0,49,114,2954,757,1033,871,5,0,97,0,24,36,843,190,393,309,0,0,77,0,0,7,301,92,2285,1905,0,0,284,0,25,71,1810,475,5Y20,234.04,King County Balance,,,,
1035,53033023500,"Census Tract 235, King County, Washington",4070,2534,75,13,1207,0,9,232,2443,1627,893,399,19,0,355,0,0,120,367,526,407,341,24,0,42,0,0,0,341,66,2770,1794,32,13,810,0,9,112,1735,1035,5Y20,235,King County Balance,,,,
1036,53033023601,"Census Tract 236.01, King County, Washington",4452,2112,167,0,1906,0,126,141,1978,2474,747,258,0,0,357,0,35,97,206,541,551,424,0,0,116,0,0,11,424,127,3154,1430,167,0,1433,0,91,33,1348,1806,5Y20,236.01,King County Balance,,,,
1037,53033023603,"Census Tract 236.03, King County, Washington",6724,2214,66,0,3647,0,258,539,1876,4848,1305,298,0,0,744,0,58,205,298,1007,573,450,24,0,99,0,0,0,440,133,4846,1466,42,0,2804,0,200,334,1138,3708,5Y20,236.03,King County Balance,,,,
1038,53033023604,"Census Tract 236.04, King County, Washington",6428,2796,397,18,2210,208,383,416,2611,3817,1549,482,93,0,721,89,62,102,375,1174,1040,704,78,0,233,0,0,25,704,336,3839,1610,226,18,1256,119,321,289,1532,2307,5Y20,236.04,King County Balance,,,,
1039,53033023701,"Census Tract 237.01, King County, Washington",4670,2793,70,0,1483,0,147,177,2740,1930,947,503,0,0,323,0,8,113,474,473,799,604,31,0,155,0,0,9,604,195,2924,1686,39,0,1005,0,139,55,1662,1262,5Y20,237.01,King County Balance,,,,
1040,53033023702,"Census Tract 237.02, King County, Washington",377,50,25,0,302,0,0,0,48,329,83,0,0,0,83,0,0,0,0,83,12,12,0,0,0,0,0,0,12,0,282,38,25,0,219,0,0,0,36,246,5Y20,237.02,King County Balance,,,,
1041,53033023801,"Census Tract 238.01, King County, Washington",3171,1548,49,0,1339,62,22,151,1190,1981,588,299,0,0,253,0,0,36,175,413,256,203,0,0,53,0,0,0,183,73,2327,1046,49,0,1033,62,22,115,832,1495,5Y20,238.01,King County Balance,,,,
1042,53033023805,"Census Tract 238.05, King County, Washington",3211,1441,20,0,1414,15,21,300,1377,1834,447,69,0,0,342,0,0,36,69,378,485,305,0,0,50,0,0,130,282,203,2279,1067,20,0,1022,15,21,134,1026,1253,5Y20,238.05,King County Balance,,,,
1043,53033023806,"Census Tract 238.06, King County, Washington",3219,1815,54,0,1228,0,57,65,1750,1469,220,97,0,0,87,0,0,36,77,143,647,612,0,0,35,0,0,0,612,35,2352,1106,54,0,1106,0,57,29,1061,1291,5Y20,238.06,King County Balance,,,,
1044,53033023807,"Census Tract 238.07, King County, Washington",5589,3118,270,16,2105,0,0,80,2986,2603,355,192,0,0,156,0,0,7,173,182,768,521,0,0,240,0,0,7,521,247,4466,2405,270,16,1709,0,0,66,2292,2174,5Y20,238.07,King County Balance,,,,
1045,53033023808,"Census Tract 238.08, King County, Washington",2482,1169,66,55,1067,0,0,125,1105,1377,198,79,0,29,54,0,0,36,79,119,51,51,0,0,0,0,0,0,51,0,2233,1039,66,26,1013,0,0,89,975,1258,5Y20,238.08,King County Balance,,,,
1046,53033023901,"Census Tract 239.01, King County, Washington",4497,2823,121,17,951,0,163,422,2649,1848,1114,390,16,0,287,0,90,331,370,744,682,647,0,0,35,0,0,0,593,89,2701,1786,105,17,629,0,73,91,1686,1015,5Y20,239.01,King County Balance,,,,
1047,53033023902,"Census Tract 239.02, King County, Washington",2818,2074,0,0,654,27,20,43,1958,860,767,483,0,0,284,0,0,0,449,318,409,345,0,0,48,0,0,16,345,64,1642,1246,0,0,322,27,20,27,1164,478,5Y20,239.02,King County Balance,,,,
1048,53033024001,"Census Tract 240.01, King County, Washington",3927,2132,0,0,1672,0,81,42,2107,1820,844,315,0,0,458,0,29,42,311,533,588,386,0,0,169,0,33,0,386,202,2495,1431,0,0,1045,0,19,0,1410,1085,5Y20,240.01,King County Balance,,,,
1049,53033024002,"Census Tract 240.02, King County, Washington",3831,1906,75,0,1715,0,3,132,1827,2004,930,248,0,0,603,0,0,79,248,682,486,486,0,0,0,0,0,0,486,0,2415,1172,75,0,1112,0,3,53,1093,1322,5Y20,240.02,King County Balance,,,,
1050,53033024100,"Census Tract 241, King County, Washington",5060,3345,30,0,1284,6,14,381,3299,1761,1291,691,16,0,406,6,0,172,685,606,1044,839,0,0,72,0,0,133,818,226,2725,1815,14,0,806,0,14,76,1796,929,5Y20,241,King County Balance,,,,
1051,53033024200,"Census Tract 242, King County, Washington",3283,2170,19,0,754,0,10,330,2063,1220,805,432,4,0,212,0,10,147,429,376,606,562,10,0,32,0,0,2,544,62,1872,1176,5,0,510,0,0,181,1090,782,5Y20,242,King County Balance,,,,
1052,53033024301,"Census Tract 243.01, King County, Washington",4841,3415,165,0,842,0,173,246,3388,1453,777,464,67,0,26,0,78,142,464,313,1338,1168,0,0,170,0,0,0,1154,184,2726,1783,98,0,646,0,95,104,1770,956,5Y20,243.01,King County Balance,,,,
1053,53033024302,"Census Tract 243.02, King County, Washington",4358,3218,0,0,860,20,40,220,3168,1190,1065,771,0,0,146,0,0,148,771,294,1005,638,0,0,329,0,16,22,638,367,2288,1809,0,0,385,20,24,50,1759,529,5Y20,243.02,King County Balance,,,,
1054,53033024400,"Census Tract 244, King County, Washington",3170,1983,34,0,953,0,155,45,1800,1370,672,336,0,0,233,0,88,15,281,391,537,466,20,0,51,0,0,0,466,71,1961,1181,14,0,669,0,67,30,1053,908,5Y20,244,King County Balance,,,,
1055,53033024500,"Census Tract 245, King County, Washington",4987,3370,18,9,987,0,72,531,3289,1698,1371,779,0,0,185,0,0,407,729,642,884,640,8,9,146,0,44,37,640,244,2732,1951,10,0,656,0,28,87,1920,812,5Y20,245,King County Balance,,,,
1056,53033024601,"Census Tract 246.01, King County, Washington",4797,3742,11,1,759,0,0,284,3712,1085,1262,870,3,0,179,0,0,210,850,412,913,792,4,0,108,0,0,9,791,122,2622,2080,4,1,472,0,0,65,2071,551,5Y20,246.01,King County Balance,,,,
1057,53033024602,"Census Tract 246.02, King County, Washington",3667,2721,7,7,720,0,0,212,2551,1116,934,671,0,0,140,0,0,123,614,320,640,505,7,0,123,0,0,5,495,145,2093,1545,0,7,457,0,0,84,1442,651,5Y20,246.02,King County Balance,,,,
1058,53033024701,"Census Tract 247.01, King County, Washington",3624,1613,244,0,1497,20,34,216,1458,2166,993,376,93,0,468,0,0,56,320,673,481,352,24,0,105,0,0,0,352,129,2150,885,127,0,924,20,34,160,786,1364,5Y20,247.01,King County Balance,,,,
1059,53033024703,"Census Tract 247.03, King County, Washington",3902,2023,218,0,1459,0,0,202,2006,1896,839,335,93,0,319,0,0,92,335,504,445,293,16,0,134,0,0,2,293,152,2618,1395,109,0,1006,0,0,108,1378,1240,5Y20,247.03,King County Balance,,,,
1060,53033024704,"Census Tract 247.04, King County, Washington",4277,2410,98,0,904,0,12,853,2269,2008,1170,362,11,0,87,0,0,710,335,835,818,660,0,0,158,0,0,0,575,243,2289,1388,87,0,659,0,12,143,1359,930,5Y20,247.04,King County Balance,,,,
1061,53033024800,"Census Tract 248, King County, Washington",5645,2983,316,0,1741,0,208,397,2698,2947,1217,426,96,0,464,0,0,231,252,965,603,388,0,0,170,0,0,45,388,215,3825,2169,220,0,1107,0,208,121,2058,1767,5Y20,248,King County Balance,,,,
1062,53033024901,"Census Tract 249.01, King County, Washington",4868,2012,17,9,2636,0,7,187,1927,2941,1131,308,9,0,742,0,7,65,274,857,826,516,2,0,290,0,0,18,516,310,2911,1188,6,9,1604,0,0,104,1137,1774,5Y20,249.01,King County Balance,,,,
1063,53033024902,"Census Tract 249.02, King County, Washington",4304,2317,138,0,1400,0,57,392,2053,2251,1135,539,51,0,379,0,24,142,362,773,604,442,17,0,100,0,0,45,442,162,2565,1336,70,0,921,0,33,205,1249,1316,5Y20,249.02,King County Balance,,,,
1064,53033024904,"Census Tract 249.04, King County, Washington",3012,961,10,37,1937,0,0,67,936,2076,675,142,0,37,445,0,0,51,142,533,423,123,7,0,293,0,0,0,123,300,1914,696,3,0,1199,0,0,16,671,1243,5Y20,249.04,King County Balance,,,,
1065,53033024905,"Census Tract 249.05, King County, Washington",3718,1637,0,0,1737,0,125,219,1637,2081,875,378,0,0,407,0,37,53,378,497,541,247,0,0,288,0,0,6,247,294,2302,1012,0,0,1042,0,88,160,1012,1290,5Y20,249.05,King County Balance,,,,
1066,53033025001,"Census Tract 250.01, King County, Washington",6032,2999,131,13,1779,0,878,232,2674,3358,1427,702,14,0,476,0,58,177,556,871,1199,540,32,0,166,0,461,0,540,659,3406,1757,85,13,1137,0,359,55,1578,1828,5Y20,250.01,King County Balance,,,,
1067,53033025005,"Census Tract 250.05, King County, Washington",5346,2614,105,0,2005,0,8,614,2468,2878,1143,453,0,0,319,0,0,371,417,726,585,347,0,0,238,0,0,0,347,238,3618,1814,105,0,1448,0,8,243,1704,1914,5Y20,250.05,King County Balance,,,,
1068,53033025006,"Census Tract 250.06, King County, Washington",6201,3959,0,0,1976,0,0,266,3721,2480,1335,738,0,0,445,0,0,152,647,688,785,601,0,0,184,0,0,0,601,184,4081,2620,0,0,1347,0,0,114,2473,1608,5Y20,250.06,King County Balance,,,,
1069,53033025007,"Census Tract 250.07, King County, Washington",4405,2455,67,0,1591,0,248,44,2219,2186,611,240,0,0,345,0,0,26,221,390,547,443,0,0,104,0,0,0,443,104,3247,1772,67,0,1142,0,248,18,1555,1692,5Y20,250.07,King County Balance,,,,
1070,53033025008,"Census Tract 250.08, King County, Washington",2289,1513,34,0,696,6,0,40,1327,962,578,410,0,0,158,0,0,10,280,298,406,310,0,0,96,0,0,0,310,96,1305,793,34,0,442,6,0,30,737,568,5Y20,250.08,King County Balance,,,,
1071,53033025101,"Census Tract 251.01, King County, Washington",6635,3883,331,14,1407,0,425,575,3580,3055,1698,893,0,0,411,0,173,221,782,916,654,583,0,0,63,0,0,8,583,71,4283,2407,331,14,933,0,252,346,2215,2068,5Y20,251.01,King County Balance,,,,
1072,53033025103,"Census Tract 251.03, King County, Washington",4135,1930,179,0,1669,0,226,131,1641,2494,811,382,19,0,342,0,0,68,239,572,417,128,60,0,210,0,19,0,128,289,2907,1420,100,0,1117,0,207,63,1274,1633,5Y20,251.03,King County Balance,,,,
1073,53033025104,"Census Tract 251.04, King County, Washington",4386,1750,211,0,1679,0,78,668,1726,2660,1368,353,45,0,461,0,0,509,341,1027,585,246,0,0,339,0,0,0,246,339,2433,1151,166,0,879,0,78,159,1139,1294,5Y20,251.04,King County Balance,,,,
1074,53033025201,"Census Tract 252.01, King County, Washington",4182,2666,30,5,1298,0,106,77,2318,1864,1011,779,7,0,161,0,41,23,643,368,544,250,0,0,294,0,0,0,250,294,2627,1637,23,5,843,0,65,54,1425,1202,5Y20,252.01,King County Balance,,,,
1075,53033025202,"Census Tract 252.02, King County, Washington",4771,2546,108,38,891,0,449,739,2004,2767,878,541,0,0,112,0,62,163,370,508,583,410,8,27,109,0,13,16,381,202,3310,1595,100,11,670,0,374,560,1253,2057,5Y20,252.02,King County Balance,,,,
1076,53033025302,"Census Tract 253.02, King County, Washington",4818,2463,892,13,673,245,181,351,2078,2740,792,297,178,0,90,145,45,37,137,655,1101,632,232,0,193,0,13,31,632,469,2925,1534,482,13,390,100,123,283,1309,1616,5Y20,253.02,King County Balance,,,,
1077,53033025303,"Census Tract 253.03, King County, Washington",2328,1198,164,9,401,0,352,204,1113,1215,312,47,0,0,56,0,209,0,47,265,103,86,17,0,0,0,0,0,86,17,1913,1065,147,9,345,0,143,204,980,933,5Y20,253.03,King County Balance,,,,
1078,53033025304,"Census Tract 253.04, King County, Washington",4286,2589,214,25,1006,0,279,173,2493,1793,661,374,82,0,87,0,41,77,347,314,338,247,0,0,91,0,0,0,247,91,3287,1968,132,25,828,0,238,96,1899,1388,5Y20,253.04,King County Balance,,,,
1079,53033025401,"Census Tract 254.01, King County, Washington",3738,2094,203,80,511,0,406,444,1320,2418,719,415,1,0,44,0,103,156,255,464,376,280,14,0,63,0,0,19,237,139,2643,1399,188,80,404,0,303,269,828,1815,5Y20,254.01,King County Balance,,,,
1080,53033025402,"Census Tract 254.02, King County, Washington",3600,1646,271,45,887,0,559,192,1485,2115,486,121,0,0,115,0,181,69,121,365,334,161,10,0,87,0,24,52,154,180,2780,1364,261,45,685,0,354,71,1210,1570,5Y20,254.02,King County Balance,,,,
1081,53033025500,"Census Tract 255, King County, Washington",5263,2815,504,32,1289,10,433,180,1819,3444,1180,541,128,0,293,0,115,103,241,939,573,383,0,0,169,10,11,0,373,200,3510,1891,376,32,827,0,307,77,1205,2305,5Y20,255,King County Balance,,,,
1082,53033025601,"Census Tract 256.01, King County, Washington",5182,2277,112,26,1360,385,630,392,2108,3074,1260,504,47,0,254,123,102,230,438,822,693,343,9,21,199,121,0,0,336,357,3229,1430,56,5,907,141,528,162,1334,1895,5Y20,256.01,King County Balance,,,,
1083,53033025602,"Census Tract 256.02, King County, Washington",6479,3211,199,10,2299,0,212,548,2959,3520,1643,727,72,0,612,0,0,232,684,959,567,430,12,0,83,0,42,0,430,137,4269,2054,115,10,1604,0,170,316,1845,2424,5Y20,256.02,King County Balance,,,,
1084,53033025702,"Census Tract 257.02, King County, Washington",3203,2028,271,0,542,54,42,266,1947,1256,681,365,111,0,108,26,8,63,342,339,407,265,9,0,109,0,0,24,265,142,2115,1398,151,0,325,28,34,179,1340,775,5Y20,257.02,King County Balance,,,,
1085,53033025703,"Census Tract 257.03, King County, Washington",3378,1421,700,100,502,125,258,272,1313,2065,462,0,196,0,80,0,55,131,0,462,250,250,0,0,0,0,0,0,250,0,2666,1171,504,100,422,125,203,141,1063,1603,5Y20,257.03,King County Balance,,,,
1086,53033025704,"Census Tract 257.04, King County, Washington",3529,2085,289,0,148,0,504,503,1979,1550,1354,786,118,0,0,0,137,313,696,658,374,261,20,0,53,0,0,40,261,113,1801,1038,151,0,95,0,367,150,1022,779,5Y20,257.04,King County Balance,,,,
1087,53033025803,"Census Tract 258.03, King County, Washington",4518,2209,589,58,408,49,641,564,1921,2597,989,333,202,0,60,0,173,221,195,794,456,365,44,0,44,0,2,1,365,91,3073,1511,343,58,304,49,466,342,1361,1712,5Y20,258.03,King County Balance,,,,
1088,53033025804,"Census Tract 258.04, King County, Washington",3479,2315,219,0,418,0,221,306,2287,1192,704,300,56,0,118,0,37,193,292,412,506,410,16,0,46,0,34,0,410,96,2269,1605,147,0,254,0,150,113,1585,684,5Y20,258.04,King County Balance,,,,
